0	Aa a a a a....a a.	0N
0	Aa a a a a a a a (a a a-a a a a a a a), a a a a a a a a.  	0N
0	Aa a - a a a a a a a a a a A a a a a a A a a a.  	0N
0	Aa a a a - a a a.	0N
0	Aa a a a a a. Aa a a a a. A a a a a a a a a.	0N
0	Aa a a a a a a a a a a, a a a Aa Aa' a a a a a a a, a a Aa Aa a Aa Aa a a, a a a a.  	0N
0	A a a a a a a.  	0N
0	Aa a a a a a a a Aa. Aa'a a a-a, a A a a a a a a a a A'a a a a'a a a a. Aa a a a a a Aa Aa.	0N
0	Aa a a a a a a a a a a a'a a a a a a a a a a a.	0N
0	A a a a Aa Aa, A a a a a a a a a a a a. Aa a a a a a a a A'a a a A a a a a a a a a a. Aa a a a a a a a a a a a a a a a.	0N
0	A a a a a a a a a a a a a a a a a a a a a a a a a a a a!! Aa a a a a	0N
0	Aa a a a. Aa a a a A a a a a a a a a a a a. Aa a a a a a a.. Aa a a a a.	0N
0	A a a a a a a a a a a 0 Aa Aa!	0N
0	Aa a a a Aa Aa a a a a a a a a a. A a a a a a a a a a a a!  Aa a a a a a a a a a a. Aa a a a a. A a a a a Aa Aa, Aa a Aa. Aa a a a a a a a a a. A a a a a a a.	0N
0	a a! a a a a. a a a 0% a a a	0N
0	A a a	0N
0	Aa a a Aa Aa Aa a a a a a a a!  	0N
0	Aa a.  	0N
0	A a a a a a a a a a a a a a a.  	0N
0	a a a a.	0N
0	Aa a a 0a a A a a a a a a 0 a a a. Aa a a A a a a a a a a a a A a a a a a a a. Aa a a a a a A a a a a. A a a, A a a a a a a Aa a a a a a a a a a a a A a a a a Aa a a a. Aa a a a a a, a a a a. A a a a a a a a a a a a a, a a a a. Aa a a a a a a a a a.	0N
0	Aa A a.	0N
0	Aa a A a a a a. Aa A a a a a a a a a a a a a.	0N
0	A a a a a a a a a'a a a a a a A a a'a a!	0N
0	Aa, a a a a a a a a a a.	0N
0	A a a a a a0a a a a A'a a a a a a.	0N
0	Aa a a!	0N
0	Aa a a a.	0N
0	Aa a a a a a a a	0N
0	A a a a a a a a a a, a Aa, a A a a A a a. Aa a a a a a a a a a a a a a a a a. Aa a a a.	0N
0	Aa a a. Aa a a a a a	0N
0	Aa a a a a a a.  	0N
0	A a a, a a a a a!	0N
0	Aa a a a a.A a a a a a a a a a a	0N
0	A a a Aa a a a a a a a'a a a a. A a a a a a a a a a a a a a a a a a a a a. A a a a a Aa Aa a a a a Aa Aa. A a a a a! Aa a a a a a a a a a a a. A a a a A a Aa a a a Aa Aa a a a.	0N
0	A a a a a a.	0N
0	Aa a a a a a a a a a!	0N
0	Aa a a a a!  Aa a a a.  Aa a a a a a, a a.	0N
0	Aa'a a a a a a Aa a a a 0'a a a a a a a a a a a a.  	0N
0	A a a! Aa a a a a a! Aa a a a a a a a a a'a a a a a a a. Aa a a a a a a	0N
0	Aa a a a a.  Aa a a a a a a a a a.  Aa a a a a a a a a a 0.	0N
0	Aa a a a a a a a a A a a a a a, a a.	0N
0	Aa a aAa a.	0N
0	Aa a, a a a!	0N
0	Aa a a a a, a a a a a a.	0N
0	Aa a a a a a a Aa Aa a a!	0N
0	Aa a a a a a a a a a a a a a . Aa a a a a a.	0N
0	Aa a a a	0N
0	Aa a a, a a a a a, a a a a a a a a.  	0N
0	Aa. Aa a a a a a. Aa a a a a a a.. Aa a.. Aa.. A a a a.	0N
0	A a a a a a a 0 - 0 0/0 a a a a a a a a a a.	0N
0	Aa a a a a a a Aa Aa Aa Aa a A a a a a a a a a A a a a.	0N
0	Aa a a a a a.  Aa a a a a a.  Aa'a a a a a a a a a a.	0N
0	Aa a a a a a a a a a a a a.	0N
0	Aa Aa!	0N
0	Aa a a. Aa a a a a a a.  Aa a a a a a a a a a a a a a a a a.	0N
0	a a a a a a a a a a a 0 a'a a-a-a.	0N
0	Aa a a a a a a a a a a a a a a a a. Aa a a a a a a a a a a. A a a a a a a.	0N
0	a'a a a a a a Aa a a a a a a a a a. Aa a a  a a a a a a a a a a a a a a a a a a a a a a a	0N
0	Aa a.	0N
0	Aa a a a a, a A a a'a a a a Aa Aa a a.	0N
0	Aa A a a a a a A a A a a a a a.  	0N
0	"""Aa a a """"a a a"""" a a a """"a a"""", a a a """"a a""""...a A a a a a a a a."""	0N
0	Aa a!	0N
0	Aa...Aa a a a Aa Aa Aa a a a a a a a a a a a a. Aa a Aa a 0 a a. A a a a a a a a a a a a.	0N
0	Aa ! Aa a a a a ! Aa a a a Aa Aa.	0N
0	a a a a! A a a a a. A a a a a a a a a a a A a a Aa a A a a a a a. a, a a a a Aa a A a a Aa a a a a a a a a a a a. A a a a'a a a A a a a a, a A'a a a a a a!	0N
0	a a a a a a a.	0N
0	Aa a a!  Aa a Aa...  Aa a a a a a a a a a a a!	0N
0	Aa A a a....A A!	0N
0	Aa a a Aa a Aa a a a a a a a a Aa Aa a Aa a Aa.  	0N
0	"""A a a a a a a a a a, a a! Aa a.  Aa a a a a!Aa a a a a """"A A A A"""".Aa a!"""	0N
0	a a a a a a a a a	0N
0	A a'a a a'a a a a a a.	0N
0	a://a.a.a/a/A0A/a=a_a_a_a_a_a_0	0N
0	Aa a a a.  Aa a a a.  Aa a a a a.	0N
0	Aa a a! Aa a a a a a a a a a a!	0N
0	Aa 0 a a a a a a a a a a a a a a-Aa a a a a a a a Aa a, a a a Aa Aa, a a a Aa a a a a a a a a a.  	0N
0	Aa a a a a a a a.  	0N
0	A a a A a a a a a a a a a a a a a a a a a a a a a a a a a a a a. Aa a a A a a a a a a a.	0N
0	Aa a a.	0N
0	a a.	0N
0	Aa a a a a a a a.	0N
0	A a a a a a a.	0N
0	(Aa a a a a a a a)Aa A a Aa Aa a a a a a, a a a a a a a a a a a, a A a a.  	0N
0	Aa a a a Aa a A a a a a a a a a. A a a a, a a a a, a a a, a a a a.	0N
0	Aa a a a a a a a, a a.  	0N
0	Aa a a a - a a a a A a a a a a a, a a a, a a a a a a a.	0N
0	Aa a a..  a a a a a a a a a a a.  Aa a  a a  Aa a a A a a a a a a a.	0N
0	A a a a a a ... Aa a a a a.  	0N
0	Aa a a a a a a Aa a a, a a a.	0N
0	Aa a a a a a a a a a a.	0N
0	Aa a a a a a.	0N
0	A a a a a a a a a a a a a.Aa a a a a a.Aa a a a a a a a a a a a a a a a a a	0N
0	Aa Aa AaAa a a a a a.	0N
0	Aa a a a a a a a a a a a a a 	0N
0	A a a a. Aa a	0N
0	Aa, a a a a a a a a a a a a a a a a a a a a a a a a.  	0N
0	A a a a a a a a a a a a a a a. Aa a a a a a a a a a a a a a a a a a.	0N
0	Aa Aa	0N
0	Aa a a a a a a a a a a, a a a a a a!	0N
0	Aa a a a!	0N
0	Aa a a a a Aa a a a Aa Aa a a a a.	0N
0	Aa a a a A'a a a a a 0 a, a A a a a a a a a a a a A'a a a.	0N
0	A a a a a a a a a a a a a a a a a a	0N
0	Aa a a a a a a a a a a a a. Aa a a a a a a a a a a. Aa a a a a a a a a a a a a a a a a a!	0N
0	Aa a a a a a a A'a a a/a a a a.	0N
0	Aa a a a a.	0N
0	Aa a.	0N
0	Aa a a a a	0N
0	Aa a a a a a a a.	0N
0	Aa a a.  Aa Aa a a a a a. Aa a a a a AaAa a a a a Aa .	0N
0	Aa a a a a a a a a. A a a a a, a a a a a a. (a a Aa Aa)	0N
0	Aa a A a a a a Aa Aa a a a a a.  Aa a a a a a a a a a a a a a a a a a Aa. Aa a a	0N
0	Aa a! Aa a a A a Aa a a a a a a-a-a a a a Aa. Aa a. Aa a a a a a a a, a 	0N
0	A a a a a a a a a a a a a a a a a a a.  A a a a a a a a a A a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a.	0N
0	Aa a a a a a a a a a a, a a a a.  	0N
0	A a a a a a a Aa a a a a a a a a a a a a.	0N
0	A a a a a a a a a a a A a a a a a.	0N
0	Aa'a a....a a a a.....a a a a a a.	0N
0	Aa a, a a a a a a a a, a a a!	0N
0	a a a a. Aa a a a a a a a a a a. Aa a a A a a a a a a a a a a a.  A a a a a a a a.	0N
0	Aa a a a a a a a.	0N
0	Aa a a a a A'a a a 0 a a a.  	0N
0	Aa a a a a a a.  Aa a Aa	0N
0	a a a a a a.	0N
0	Aa a.	0N
0	Aa a a a a a a a a a a. Aa a a A a A a a a a a a a a a a.	0N
0	Aa a a. Aa a a a a a!	0N
0	A a a a a a a a a a a a a A a a a a a a a a a a a a a a, a, a, a. a a a a a a a a a a. Aa a a a a a a a a a A a a a a A a a a a a a a a a a a. A a a a A a a a. Aa A a a a a a Aa a a a a a a, a a a a a a a a, a a a AaAa a, a. A a a a Aa a a a a a a a a a a a a a a a, a a a a a a a a. A a a a!	0N
0	Aa a.. Aa a.	0N
0	Aa a a a a a a a a a a.  	0N
0	"""A a a """"Aa """" a a a a a a a a a a a a a a a a a a a.  Aa a a a a a a a a."""	0N
0	Aa a!! Aa a!	0N
0	A a a	0N
0	Aa a! Aa a a a a a a a a a a a	0N
0	Aa a a, a a, a a, a a a. Aa a a a a a a. Aa a a a a a.	0N
0	Aa a a a a a a Aa, a a a A a a!	0N
0	A a a!!!!!!	0N
0	a a a a a a a a	0N
0	A a'a a A'a a a a a Aa'a a a a a.	0N
0	A a a a A a a, a a a.	0N
0	Aa. Aa a a a a. Aa a a a a a a a a a a a a. Aa a a a a	0N
0	Aa a a a a a a a a a a a a a a a a .	0N
0	"""Aa """"0.0"""" a a a, a a a a a a, a a a0."""	0N
0	Aa a a a Aa	0N
0	Aa a. Aa a a a a a a a	0N
0	Aa a a a a 0 a a a a a a a a a a a. Aa a a, a Aa a a a a a, a a a a a. Aa A a a a a a a a a a a Aa a a a a. A a a a a 0a a a a a a a.. Aa a a a a, a A a a a a a a a a a a a a..	0N
0	Aa	0N
0	A a a a a a a Aa, a a a a A a a a a a a.	0N
0	Aa a a, a a a a a a	0N
0	Aa a A a a a-a a a a a a a a a a.	0N
0	A a a a a a a a a a a Aa a a a.	0N
0	Aa, a a a.	0N
0	Aa a.  	0N
0	Aa a a a a a a a a a.	0N
0	Aa a a a a a.Aa	0N
0	Aa a a a a a a, a a a a a a a a a a a a a.  Aa a a a a a a a A a a a a a a a a a a a a a a a a a a.	0N
0	A a a a. A a a a Aa Aa. A a a A a a a a a a a a a, a a a A a a a a a a a. Aa, a a a a a a a a.	0N
0	Aa a a a	0N
0	Aa a a a a, A a a a a a a, a a a a a a A a a	0N
0	Aa a a! Aa a a A a a a a a a a.	0N
0	Aa a a a a a Aa Aa a a-a a a a a.  	0N
0	A a a Aa Aa!  Aa a A a a Aa Aa a a a a a a a a a a a a a, a a a a a a.  A a a a, a a, a a, a a, a a...a a a a a a.  Aa a a a.	0N
0	A a a Aa, a a a a a.  	0N
0	Aa a a a a a a a a a a a a.  Aa a a a a a. Aa a a a.  Aa a a a.  Aa a a a a a a a a a a a a a a a a a a a a a a a a.  Aa a a, A a a Aa a a a a a a a a a a a a.  Aa Aa a a a a a a a a a a a a a a a a a a.  Aa a a a a.	0N
0	Aa a a a a, a A a a a a a a.	0N
0	A a a a a a a a a a a a a a.  A a a a a a a AaAa a.  Aa a a a-a a a a a a a a a a a Aa a-a a a a a a a a a...a a a'a a!  A  Aa a a- a a a a a a.	0N
0	A a a a a a, a a a a a a Aa. Aa a a a a a a a, a A a a a a a a. Aa a, A a a a a a, a a, a a a a, a a a. A a a a a a a a a. A a a a a a a a	0N
0	Aa a a a'a a a a a a a 0 a a a a a.	0N
0	Aa a a 0 a a a a a, a a a a a a a.	0N
0	Aa a a, a a a.  	0N
0	Aa a a a a Aa Aa a a a a a a a a a a a a a a. A a a a a a a. Aa a a a a a, 0 a a A a a a a a a a!  Aa a a, a a a a a a a a a a a Aa Aa, a A a a a a a. A a a a a a a a Aa a, a a a a a Aa, a a Aa a a a Aa Aa a a a a.	0N
0	Aa a, A a a A a a a a A a a a.	0N
0	Aa a a a a a a a.	0N
0	:-)Aa, a a a a a a.	0N
0	Aa a a a a a-a.  	0N
0	Aa a a, a a a a a.  	0N
0	A a A a a a a a a a a, a a a a a a Aa, a A a'a a a a a.	0N
0	Aa a!	0N
0	Aa a a a a a a a a a. Aa a a a a a a a a a a a. Aa a a A a a a a a a a a a a a a a a a a a. A'a a a a a a a a a a a a, a a a a a a a a a a.	0N
0	A a a a Aa a a Aa a a A a a a a a a a. Aa a a a a A a a, A a a a a a a a a! Aa a'a a a!	0N
0	Aa a!	0N
0	Aa'a a a a a a a a a a, a a a a a a, a A a a a a a a'a a.  	0N
0	Aa a a a a a a a a a a a a a a a a a a a a a, a a a a.	0N
0	A a a Aa, a a a a a Aa.  A a a a a a a a Aa a.Aa a a a a a Aa a a a a a a a a a a.  A a'a a a A'a a a a a!	0N
0	Aa a'a a a a a - a A a a!	0N
0	A a a A a a.	0N
0	A a a. Aa a a a.	0N
0	Aa a a	0N
0	Aa a a a a a a a a a a Aa a a a, a'a a a a a	0N
0	Aa a a, a a, a a. Aa a a a a a.	0N
0	Aa a a a a a a a a a a	0N
0	A a a a a a. Aa a a a a, a a a a a a a a a.	0N
0	A a'a a a a a.	0N
0	A. Aa a a a a a a, a a a a, a a, a a a a a a, a a a.	0N
0	A a a a a a a a a a a. A a a a a a a. A a a a a a a a a a a a a Aa a. Aa a a a a A a.	0N
0	Aa a A a a a a a $0.0 a a a a a a a a a Aa a (a a a a a a a a).	0N
0	Aa a a a, a a Aa a a a a.  Aa a a a a a a a A a a a a Aa, a a a a a. Aa Aa a a a a a a a a a a.	0N
0	Aa a a. Aa a a a a a a a a!!!	0N
0	Aa a a a a a a a a a a a a a a a.  	0N
0	Aa a a a.	0N
0	Aa a a a a a a, a a'a a a a a a a a a a (a a Aa a Aa).  Aa a a a	0N
0	A a a a'a a.	0N
0	Aa a a a a a a. Aa a a a a a a a a a. Aa a a a a a a a a Aa. Aa a a a a a a a a a a a a a a. Aa a a a a a a a.	0N
0	a a a a a a, a a a.	0N
0	A a a a a a a. Aa a a a a a a a . A a a a a.	0N
0	Aa a a a a a a a a a a a a a.	0N
0	Aa a A a a a a a a a a a.	0N
0	A a a a a a a a a a a a a a a a a a a a a.  Aa A a a a a, A a a a a a a a a a a a a.  Aa a a a a a a a/a a a.  Aa a a a a.  Aa a a a a a Aa Aa a a a a a a a a a a a.  A a Aa a a a a a a a a a a a A a a a a a a a a a a a a a a a Aa a a a a a a a a a a a a a a.	0N
0	Aa a a a a a a a a, a a a a a'a a a.	0N
0	Aa a!	0N
0	Aa a a a a a a a a a a,a a a a a	0N
0	Aa a.	0N
0	A a a a a a a a a a.	0N
0	A a a a a a a a a a a!!!! a a!! a a a a!	0N
0	Aa'a a a a a a a a a a a a a a a.  	0N
0	Aa a a a a. Aa a a a, a a a a a a a a.	0N
0	Aa a a a a a a A A A.	0N
0	Aa Aa a a a a a. Aa a.  Aa a a a a a. Aa a a a a a. Aa a. Aa Aa. Aa a a a a a - a a a/a a a a a! Aa a a a a a Aa (a a a!)	0N
0	Aa	0N
0	Aa a. Aa a a.	0N
0	Aa a, a a a a a.	0N
0	A a a a.  A a a a a a a a a a a a a a a Aa.  A a a a a a a.	0N
0	Aa a a a a a a a a	0N
0	Aa a.	0N
0	Aa a a a a a a a a a a a a a a a a a a a a.	0N
0	Aa a a a a. Aa a a. Aa'a a a 0 a a a a a a a. Aa a a a a a a a a a. Aa a a-a a a a a a a, a a a, a a a, a a a a a a, a.	0N
0	Aa a a a a a a a a a a'a a a a a a a a-a a a a a a a a a a a a a a.  	0N
0	A a a a a A a a a a a a a 0 a a a a.	0N
0	A a a a a a 0 a a, a'a a a a a a a a a a a a a a.  	0N
0	Aa a, a a a, a a a Aa Aa.	0N
0	A a a a a a a a a a a. Aa a a a a a a a a a a.	0N
0	Aa a!!! Aa. Aa. Aa a a a a. Aa a a a!	0N
0	Aa a'a a AaAa! Aa a a'a a a a a a a! Aa a'a a a a a a a a a a a a?	0N
0	Aa a a a Aa a a a a a a a a, a a a a a a, a a a a a a.	0N
0	Aa a!.	0N
0	Aa a, a A a'a a Aa a a a a a a a a a 0) Aa Aa A 0) Aa a Aa.	0N
0	Aa a a a a a. A a a a a a a a a a a a a'a a a a a a a a a a a a a a a a a a a. Aa, A a a a a a a a a a a a.	0N
0	Aa a a a a a, a a a a a a.	0N
0	Aa a a a a a a a a!	0N
0	Aa.a	0N
0	Aa a'a a a a a a a.	0N
0	Aa a a  a a a a	0N
0	Aa a a a a a a a 0-0 a a a. Aa a a a a a.  0 a a a.	0N
0	A a a a a a a a a!	0N
0	* Aa a Aa & Aa & a Aa Aa Aa a a 0 Aa!	0N
0	Aa a a a a a a a a a Aa a.  Aa a!	0N
0	a a.	0N
0	A A	0N
0	Aa a a A A!	0N
0	Aa a a a Aa.  	0N
0	A a a a a a a a a a a a a.  A a a a a a A a a.	0N
0	Aa a a a Aa a A a a a a a a a a. A a a a, a a a a, a a a, a a a a.	0N
0	Aa a... a a a a a a a a a a a a a a a.	0N
0	Aa a a a a a a a.	0N
0	Aa a a a a Aa. Aa a a a a a a a Aa a a a a a a a a.	0N
0	A a a a a a a a a	0N
0	A a a a a a a, a a a a a a a a.	0N
0	Aa a a a a a a A a a. Aa a a a a a a a a a a a a a a a a a a a a a a. A a a a a a a a Aa a a a a a a.	0N
0	Aa a a a a a. Aa a a a.	0N
0	Aa Aa Aa a a, a a a a a a a a Aa a a a a a a a a a a a. Aa, A a A a a a a a a a a a,  a A a a a a Aa, a A a'a a a a a a a a a a. Aa A a a a a a a a a. Aa a a a a a a, a A a a a a.	0N
0	Aa a****** a	0N
0	Aa a a 0 a ,a'a a a!? Aa a a a a a?	0N
0	A'a a a a a. A a Aa a a a a a a a a a a a.  A a a a a a a. Aa a a a a'a a a a a a a a a. Aa a a a a a Aa a a a a a 0 a...a a a a a a a 0 a a a.	0N
0	Aa a a a a a a a a a a a?  	0N
0	Aa a a	0N
0	A a a a a a a a a a a a a a a.	0N
0	A a a a a a a a a a. A a a a a a a a a.	0N
0	A a a a a 0 a a Aa, a a a a a a.	0N
0	Aa - A a a.  	0N
0	Aa a a a a a a a a a a a a a a a, a a,a,a a a a a a a a a a a.	0N
0	a a a a a a a.	0N
0	Aa a a a a!	0N
0	A A A A A A A A A	0N
0	Aa a a a a A a a a a a a a!!	0N
0	Aa a. Aa a a a a a.	0N
0	Aa a a a!!!	0N
0	a a a a a a a.	0N
0	Aa a a a a a a a a a.	0N
0	Aa a a a a a.	0N
0	Aa a a a a	0N
0	Aa a Aa a	0N
0	Aa Aa a a a a a.	0N
0	Aa a a a-a a a a a a a a a a a a a a a (a a a a a a a), a a, a a a a a a a a a, a a a a a a a a a Aa Aa a a a a a a a a a.  	0N
0	Aa a a a, A a a a a.	0N
0	A a a a a a a a, a a a a A a a a a a.	0N
0	Aa a a a!	0N
0	Aa a a a.	0N
0	Aa a a a a a.  Aa a a a!  a  Aa a a a a a a a.  Aa a.  A a a a a a a a a a a a a a a a a a.	0N
0	a a a a a a a a a a	0N
0	"""Aa a a a a a a """"a"""" a.  """	0N
0	Aa Aa.	0N
0	Aa a a a,	0N
0	a a a a a a a a a a a a a a a a a a a a a.	0N
0	Aa a.	0N
0	Aa a a a, a a a a a a 0 a, a a a.  	0N
0	Aa a. Aa Aa a a a a a a a Aa A. Aa a a, a a a a a.	0N
0	Aa a a a a a a Aa a a a a a a . Aa a a'a a a A a a a a a a a a a a a a a a a a'a a. Aa a A a'a a a a a a a a a a a a. Aa a A a'a a a a a.  Aa a a a a Aa a .	0N
0	Aa a, a a a a.	0N
0	Aa a a a a a a a a a a a a a a a a a a a	0N
0	Aa a a a a.	0N
0	A a A a a 0 a a a a a. Aa a a a a a a a a a a a, a.	0N
0	A'a a a a 0 a a a a a (a a) a A'a a a a a a.	0N
0	A a a a a a a a a a a a a a a a a a a a a a a.	0N
0	a a! A a a a a a a a a a a a a a a a a Aa Aa a a a a a!	0N
0	Aa a a. Aa a a, a a a, a a, a a, a a a a....	0N
0	A a a a a a a a.	0N
0	AaAa! $0 a Aa Aa; a!	0N
0	Aa a a a.  	0N
0	a a a a a a!	0N
0	Aa a a a a a a a A.	0N
0	Aa	0N
0	Aa a a a a a a A a a a a.	0N
0	Aa a	0N
0	Aa a a a a.  	0N
0	Aa a. Aa a. Aa a a a.	0N
0	Aa a a a a a a a a!  	0N
0	Aa a a a a.. a a a a. Aa a a	0N
0	Aa, a A a a a a 0 a a!  	0N
0	Aa a Aa. Aa a a a a.	0N
0	A a a a a a a a a a a a a a a a a a a a a A a A a a a a a a a a a a a a a A a a a a a a a a a a'a a A a a a a A a'a a a a'a a a'a a a a'a a a'a a a a A a	0N
0	Aa, A a a a a a a a a.	0N
0	Aa a 0 a A a a, a a 0a A a a a, a a 0.0a A a a a a a a a a a a a a a a a a a a a a... a a a'a.  	0N
0	Aa a A a	0N
0	Aa a a a a a a a a-a-a a a, a a a.  	0N
0	Aa, Aa, Aa a Aa Aa Aa!!	0N
0	Aa a a a a a a a Aa Aa a a, a a'a a.	0N
0	Aa a!	0N
0	A a a a a, a a a a a a a a a a'a a a.Aa, a a a a.	0N
0	Aa a a a, a a a a a.  	0N
0	Aa a a a a a a a a a Aa A a!	0N
0	A A A A A. A A A A A A A A A	0N
0	Aa a a a a a a.	0N
0	Aa a a a a.	0N
0	Aa a a a a a.  	0N
0	Aa a a a a, a a, a a a a a a a a.	0N
0	A a a a a Aa a a a a Aa a a a a a a a a a.  A a a a A a.  Aa a a a a a a a.  Aa a!	0N
0	Aa a	0N
0	Aa a A a'a a a a a a a a a a a a, a a a a a a a a a.  	0N
0	A a a a a a Aa. Aa A a a a a a a a a Aa a. A a Aa, Aa Aa, Aa Aa a a a a a Aa Aa. Aa a a a a a. A a a a a a Aa Aa. Aa a a a a a a a. Aa a a a a Aa a (a A a a a a a a a a a a a a a a a a). A a a a a a a Aa AaAa.	0N
0	Aa a, a, a a a a (a a, a a a a a).  	0N
0	A a a a.  Aa a a a a.  0 a a a. Aa a.  Aa A a a a a A a a a a a a a a a a a a.	0N
0	A a a a a a a 0 a a a a.  	0N
0	A a a a a 0 a a a a a a!!!!!!!!!	0N
0	Aa a a a a a. Aa a a	0N
0	Aa a, a a. Aa a a a a a!! Aa a a!	0N
0	Aa a.	0N
0	Aa a a. Aa a a a. Aa a a a a a.	0N
0	a a a'a a a Aa a a a a	0N
0	Aa'a a a a.	0N
0	Aa a a a a a a a a. Aa a a a	0N
0	Aa a a a, A a a a a a a a a a a, a a a a a a a a a, a a a!!	0N
0	Aa a a a a a Aa.	0N
0	Aa a a.	0N
0	Aa a Aa - Aa a a a a a - Aa a a a a a a a a a a a - Aa Aa a Aa a a a a a a a a!!!Aa a a Aa!!	0N
0	a a a a	0N
0	Aa a a a a a a	0N
0	Aa a a a, a a a a a a a a a a, a a a a a A a a a.	0N
0	Aa a a.	0N
0	Aa Aa Aa.	0N
0	Aa a a a a a a a a a a a a a a a a a a a a	0N
0	Aa a a a a a a	0N
0	Aa a a a.	0N
0	Aa a a a a, a a - a a, a a a a a a a a a a a a a.  	0N
0	a a a.	0N
0	Aa'a a a-a a a a'a a A a a A a a a a a!  	0N
0	Aa a a, a a a A'a a 0 a a a a a a a a a a a a a. Aa a a a a a a a a.	0N
0	Aa a a a a a.  	0N
0	A a a a a a &#0;a&#0; a a a.  Aa a a, a a.  A a, a, a a a a.	0N
0	Aa a a a a. A a a a a a a a a a a Aa a a a a a. A a a a a a a a a a.	0N
0	Aa a a a a a a a a a a.  A -- a a a a a.  Aa a a a,a a a a Aa, a a A a.  Aa'a a a a a a a a a	0N
0	Aa a a a: - Aa a a a.	0N
0	Aa a a a a a a.	0N
0	a a a a a a a a a a a a a a a a a a a a a a a a a a a a.	0N
0	Aa a a a a a a a a a'a a a.	0N
0	Aa a a, a a, a a, a a a a a a.  	0N
0	A a a a a a	0N
0	Aa, A a a a a a a a a a a a a a a a a a a.	0N
0	A a a a a a a a a, a a a a a a a a, A a a a a a a a.	0N
0	A a a a a a a a.	0N
0	Aa a a a. Aa a a.	0N
0	Aa a a a a a a a a a	0N
0	Aa a a	0N
0	Aa a a a a a a a a A a a a.  	0N
0	Aa a a a a a a a a.	0N
0	Aa a a a a-a a, a a'a a a a a.  	0N
0	A A a a a a a a a a a'a a (a'a a a a) a a a a a a a a a a.  	0N
0	Aa a a.	0N
0	Aa Aa	0N
0	Aa A a a a a a a a a a a a.  	0N
0	Aa a!	0N
0	Aa a a a a a a Aa a a a a a a Aa.	0N
0	A a a a a a a a a a a a.	0N
0	Aa a a a a a a a.	0N
0	A A A A A A A A A A A A.	0N
0	Aa a.	0N
0	A a a a a a a a a a.	0N
0	A a a a a a a a a. Aa a a. Aa a a a a a a a a a a. Aa A a a a a a Aa a a. Aa a a a a. Aa a a Aa. Aa a. Aa a a. Aa a a a a a a Aa Aa. Aa a a a a a a a a a. Aa a a A a Aa. Aa a. Aa Aa a a a a. A a a Aa a a a a a a, a a A a. Aa a a a a a a. Aa a a a a Aa a a a a a a a a a a a a a a a.	0N
0	Aa	0N
0	Aa a a a a a, a a a a a a a a a, a a a.	0N
0	Aa a a a a a a a	0N
0	Aa a a a a. Aa A'a a a'a a a a a a.. A a a a a a a a a , a a a. Aa a a a a a a a a a a a a a.	0N
